,text
6045,# Pride  Night at #AngelStadium ! We don’t understand what’s happening but we look cute so... (might delete later LOL) #pridenight  #angelsbaseball  #mlb   pic.twitter.com/Re607ySgFH
6046,Long way from being one of the last teams in the  MLB  to have a  Pride  Night. Hopefully when people walk through Monument Park they take time to read and understand the importance of the Stonewall uprising  https:// twitter.com/Yankees/status /1143664359664734210   …
6047,"Love and  Pride  to you and yours   I just got my check from a winning  MLB  50/50 raffle, so it's present time! This whole concept is amazing and I'm so happy to be able to give. Share your wishlist/charity in the original post and share the love!    https:// twitter.com/MollyOstertag/ status/1143572603921022977   …"
6048,He's so privileged that he never had a Jackie Robinson or Larry Doby to look up to. He never had a rush of  pride  from John Carlos or Tommie Smith. Ali wasn't a representation of what he could be. He's a white guy in a country built for white people.
6049,"I CAUGHT THE BALL AT THE YANKEES GAME! O yes! Last night was the very first  Pride  Night at the Yankees game. They were the last  MLB  team to host  Pride  Night which is another story but they did! Ok full disclosure, I…  https://www. instagram.com/p/BzK2x-PBmoZ/ ?igshid=5xavymay8tft   …"
6050,ヤンキースタジアムにも LGBTQ 運動の発端となったストーンウォールに関する記念碑が設置されたというお話。それもその記念碑がジャッキーロビンソンという MLB 全球団において永久欠番にされている人の碑の横に設置されたというお話。社会の取り組み方が本当に…雲泥ですよね。#LGBTQ
6051,"The Yankees were one of a handful of  MLB  teams yet to have an event celebrating the  LGBTQ  community — until now.

The Bronx Bombers (finally) acknowledge their  LGBTQ  fans with Stonewall plaque in Monument Park.

 https:// trib.al/mKj193O  "
6052,"Each of you, living your truth & just being you help so many people every day - counting myself among them. I have so much love,  pride , admiration, & hope for you all. Thank you! @billybeanball  @CoachJulieShaw  @PeanutManuel  @mayareddy  #DaleScott  @jasoncollins98  @Angels  @MLB"
6053,"CELEBRATE #PRIDE  AT #GYM .
#WorldPride  #NYCPride  #Stonewall50 

#gymsportsbar  #NYCGay  #ncaa  #nfl  #nba  #mlb  #nhl  #athletics  #sports   #newyork  #nyc  #instagay  #instabear  #instabeer  #proud365  #lgbt  #gay  #lesbian …  https://www. instagram.com/p/ByVawMjBxyB/ ?igshid=rvqiyxefldfm   …"
6054,Yankees add  LGBTQ  plaque to Monument Park - Major League Baseball News -  http:// mlb.nbanewsnow.com/yankees-add-lg btq-plaque-to-monument-park-major-league-baseball-news/   … pic.twitter.com/B5YRXKpLS0
6055,Good move by the Yankees who were one of the last  pride  theme night holdouts. I believe the Rangers are the last one left in the   MLB  not to have a similar night/event  https:// twitter.com/Yankees/status /1143671552766074880   …
6056,"The openly gay co-owner of the Chicago Cubs has responded to criticism over her team acquiring a player with a history of expressing anti- LGBTQ  views. Second baseman Daniel Murphy,…
 http:// sportsrisers.com/category/mlb/   
#sportsrisers .com #sportsrisers  #mlb  #football  #cricket pic.twitter.com/kUiJXVZqob"
6057,baseball fans still ranting about how the  mlb  celebrating  pride  is too political while being the same ones who whine whenever someone doesn’t stand for the anthem or “respects the troops”  pic.twitter.com/Mawok6Xg8h
6058,that’s not the point. the fact that you think  mlb  celebrating  pride  is more political than that is just wild to me.
6059,"mlb : we’re celebrating  pride -
baseball fans:  pic.twitter.com/ZhLBVnZKwi"
6060,"What about ATP refusing to do anything for  pride  month while almost every other major sport league has. Every single US sports league has done something (NBA,  MLB , NHL, MLS, WNBA, WTA, NFL, PGA.)"
6061,"A plaque in Monument Park commemorating the 50th Anniversary of the Stonewall Inn uprising??  Thank You, New York Yankees​!  It took you long enough to get off the  Pride  schneid, but you did in your trademark classy way.   https:// atmlb.com/2LjgrXr    via @MLB"
6062,"""It's an unbelievable  pride .""

Nationals C @Yan_AGomes  highlights the honor of being the 1st Brazilian born  MLB  player.  

#JuntosMiami  #MLB   pic.twitter.com/BoLDMWU5AJ"
6063,Bryce Harper just dropped an absolute dolly. Stayed down looking injured but only thing hurting is his  pride . #MLB
6064,"hey @astros  and @Rangers , is it true that you’re the ONLY two @MLB  teams not hosting #LGBTQ  #Pride  nights? why is that? Texans deserves better! #PrideMonth"
6065,To what standard are @mlb  umpires held? Any? Joe West has been an ump since I was popping zits and he's still AWEFUL!  Who holds these guys accountable?  It's a mark on the game. Have some freaking  pride  and clean this shit up.
6066,"Last night was another example of how as country we are evolving with the  LGBTQ  community.  HOWEVER, I was saddened by the @Phillies  that they only chose lesbians or heterosexual couples for kiss cam. There were lots of gay men attending and supporting our Phillies @gildeasl  @MLB"
6067,"Pride  Night at Audi Field for Orlando City SC vs. D.C. United was a good way to show The School of The New York Times Sports & Politics class how the two intertwine. Also, for those who still think the MLS can’t compete with the “big four” (NFL, NBA,  MLB … https:// lnkd.in/diucCvw  "
6068,"The first ever Deaf Awareness Night at @RDCstadium  is this Saturday at 5:30 PM! Meet former  MLB  player Curtis  Pride , the first modern day deaf person to play professional baseball! #BeachBirds pic.twitter.com/nJv1Q86Arg"
6069,"Been saying this forever! SD bars can show civic  pride  by at least showing @Padres  on @FOXSportsSD  The SD  pride  will flourish into the @MLB  crown can unite the community & galvanize a generation.
Dear San Diego Bars & Restaurants, where’s the Padre  pride ?   https://www. gaslampball.com/2019/6/26/1875 9135/dear-san-diego-bars-and-restaurants-wheres-the-padre-pride   …"
6070,"CELEBRATE #PRIDE  AT #GYM .
#WorldPride  #NYCPride  #Stonewall50 

#gymsportsbar  #NYCGay  #ncaa  #nfl  #nba  #mlb  #nhl  #athletics  #sports   #newyork  #nyc  #instagay  #instabear  #instabeer  #proud365  #lgbt  #gay  #lesbian …  https://www. instagram.com/p/BzOX8Hdh8pR/ ?igshid=vrivetq2scf6   …"
6071,"The  MLB  is stuck in the old days, it’s supposed to be a mans game, they publicly show the  pride  of the 20s but in reality aren’t good people"
6072,"Bigger than #Lime , #avocadoToast  & #failuretoLaunch  is Charmin 4eva Role   _ pride  & joy of milennials (odd using 90's ""Dude"" as avatar but..)

Hey @Charmin , I'm on @Venmo  & I'll gladly be a Product Ambassador when I'm not playing loud drums/bag pipes outside bars &  MLB  games  https:// twitter.com/PeterAkeley/st atus/1142175835304148993   …"
6073,"It’s #Pride  Night at @MarlinsPark !   

@JessBlaylock  sits down with President & CEO of the Miami-Dade Gay & Lesbian Chamber of Commerce, Steve Adkins, during the @Marlins -Nationals matchup. #MLB  #JuntosMiami 

#HappyPrideMonth pic.twitter.com/sKSze5tm1W"
6074,"You know the  pride  of Beaumont, TX. @KMillar15  gave me a autographed baseball once. He's really cool. Maybe he can help."
6075,MLB  going all the way with  pride  month  https:// twitter.com/LupusDei19/sta tus/1144431994903945223   …
6076,"MLB  has a "" pride "" team, who knew   https:// twitter.com/SwedenDC/statu s/1144382671008817152   …"
6077,Check out what I just added to my closet on Poshmark:  MLB  Boston Red Sox  Pride  Vneck Shirt.  https:// poshmark.com/listing/5d1625 5a79df2723705c2897?utm_campaign=referral_code%3DJAZZYRAESHOES&utm_source=tw_sh&utm_content=feature%3Dsh_li_cl_ios%26rfuid%3D5b1fd94ce9ec898318429430%26ext_trk%3Dbranch   …  via @poshmarkapp  #shopmycloset
6078,"me:  mlb  just has special uniforms so they can make more money

also me: MAKE #PRIDE  UNIFORMS SO I CAN GIVE YOU ALL MY MONEY"
6079,"Join us in recognizing the 50th Anniversary of the #StonewallRiots  a turning point in the fight for equality and diversity in America's  LGBTQ  history.  
#Pride2019  #Pride  #AskHWTP  #MLB  #NBA  #MLS  #podcast  #loveislove pic.twitter.com/y1eZjRe2R3"
6080,"I just saw an interview with Billy Bean (the gay former ballplayer who's  MLB 's Ambassador for Inclusion, not the Moneyball guy).  MLB  is doing some good things for  Pride  Month this year, with more initiatives to come. It's a bold but good move for the league, given the fan base.  https:// twitter.com/outsports/stat us/1142123224580448257   …"
6081,"@ WFUVNews  has you covered with its newsletter. This week? #Pride  edition! 
-@BerbariOnAir  talked with former  MLB  player @billybeanball ;
- The first openly gay black official opened up. 
 - @georgebodarky  talked with an organizer of the first #PrideParade 
 https:// conta.cc/2Y56T6c  "
6082,"@ PricklyPodcast : Women in the Room
@alexparker981 : To the Art of It
@BerbariOnAir : How one former #MLB  player is integrating #Pride  and Sports...
Where's this? All in @WFUVNews  weekly newsletter!  https:// conta.cc/2Y56T6c  "
6083,Why Devils' Kurtis Gabriel uses  Pride  tape on hockey stick - National Hockey League News -  http:// nhl.nbanewsnow.com/why-devils-kur tis-gabriel-uses-pride-tape-on-hockey-stick-national-hockey-league-news/   … pic.twitter.com/3cqZSfknDy
6084,I would love to be the first openly  lgbtq + player in the  mlb
6085,.@billybeanball  joined @scottbraun  on #MLBNow  to talk about @MLB 's #Pride  initiatives and more!  pic.twitter.com/jucgaBWqf4
6086,"Not every team is up on the times unfortunately. Yankees quietly gave money to LBGT+ charities & communities but have yet to do an official  Pride  Night. Let's get on that, @MLB"
6087,"And so if baseball is truly wondering why young fans are disengaged, well, there's the answer. A feeling that most fans don't matter. Especially women or  LGBTQ  fans. There are so many people ready to embrace this weird, wonderful sport. But  MLB  pushes them away."
6088,Still probably gonna cash 5050s and double ups but the weather killed my chance to win my winner take all’s. I  pride  myself on knowledge of the weather which is key to  MLB  dfs but tonight it was humid inside the retractable roof which I didn’t expect and it effected Vince’s Velo
6089,"Funny the  pride  movement gets a whole month and military veterans get one day!
Go figure....."
6090,"Welcome to @MLB  LeMonte Wade Jr.  
Called up by @Twins  yest, hit by pitch in 1st career plate appearance tonite (chat w ChiSox 1B Jose Abreu).
Fly out in 1st official AB. 0 for 1 debut.
 Pride  of Bmore @StPaulsSchoolMD  & @umterps .
Brother Jamal in @Mariners  org @JAM_AL_day3 pic.twitter.com/5f0CcSmeAe"
6091,thousands and thousands of people at Seattle trans  pride . hear the fash counter-demo had like 20. couldn’t even assemble an  MLB  roster’s worth of bigots!
6092,military appreciation month is actually a thing but you don’t know that cause you’re too busy belittling  pride  month. also gay military members exist.
6093,"@ MLB  @mlblondonseries  We would like to extend a warm welcome to @RedSox  & @Yankees  for their game series this weekend in London. We wish you both well and all your fans, & hope you might also sample a ride in London's  Pride , the world's best Taxi service and safest. Enjoy London  pic.twitter.com/VSSdmZIcBw"
6094,Toronto Maple Leafs: The Importance of  Pride  Appearance - National Hockey League News -  http:// nhl.nbanewsnow.com/toronto-maple- leafs-the-importance-of-pride-appearance-national-hockey-league-news/   … pic.twitter.com/aWAhFhRfam
6095,"Still so much work to be done, but I can’t wait to be on this float and represent #pride  #change  and #mlb     https:// twitter.com/scottbraun/sta tus/1144766179648692224   …"
6096,"Way to go @MLS  and @MNUFC  for letting @martcw12  live out his true and best self.  We have a lot of work to do, especially in other sports like @MLB .  Happy  pride !  https:// twitter.com/martcw12/statu s/1144998427853578241   …"
6097,It fills me with  pride  to see  MLB  baseball played in London.
6098,"WE ARE #FAMILY !!!  
CELEBRATE #PRIDE  AT #GYM .
#WorldPride  #NYCPride  #Stonewall50 

#gymsportsbar  #NYCGay  #ncaa  #nfl  #nba  #mlb  #nhl  #athletics  #sports   #newyork  #nyc  #instagay  #instabear  #instabeer  #proud365  #lgbt  #gay …  https://www. instagram.com/p/BzTVJspBAZ_/ ?igshid=rolalovem3pc   …"
6099,"Pretty cool for Aaron Hicks. First @MLB  homer in Europe. @Yankees  
#Pride   #Power  #Pinstripes  #MLBLondonSeries  #LondonSeries"
6100,"haha.. yeah sox go back home man. you guys stink. knew this was going to be a massacre...all the way from boston to London...what an embarrassment this is man. and you know sox won't come back. no heart, no  pride , no pitching, hitting, bullpen and chavis blew it.."
6101,Pride  Parade in New York will be emotional event for Burkes - National Hockey League News -  http:// nhl.nbanewsnow.com/pride-parade-i n-new-york-will-be-emotional-event-for-burkes-national-hockey-league-news/   … pic.twitter.com/vLPOMqOhz6
6102,"Jesus! first time that I've felt an ounce of American  pride  in a long while... this made me feel truly cheerful. Thank you for that Meghan & Harry and  MLB !

#sports !
@MLB 
@Yankees 
@RedSox 
@RoyalFamily  @KensingtonRoyal"
